20170825090202,10.0.0.2,39186,10.0.0.1,5001,3,0.0-1.0,4194304,33554432
20170825090203,10.0.0.2,39186,10.0.0.1,5001,3,1.0-2.0,6029312,48234496
20170825090204,10.0.0.2,39186,10.0.0.1,5001,3,2.0-3.0,5505024,44040192
20170825090205,10.0.0.2,39186,10.0.0.1,5001,3,3.0-4.0,5898240,47185920
20170825090206,10.0.0.2,39186,10.0.0.1,5001,3,4.0-5.0,5636096,45088768
20170825090207,10.0.0.2,39186,10.0.0.1,5001,3,5.0-6.0,5505024,44040192
20170825090208,10.0.0.2,39186,10.0.0.1,5001,3,6.0-7.0,5898240,47185920
20170825090209,10.0.0.2,39186,10.0.0.1,5001,3,7.0-8.0,5505024,44040192
20170825090210,10.0.0.2,39186,10.0.0.1,5001,3,8.0-9.0,6029312,48234496
20170825090211,10.0.0.2,39186,10.0.0.1,5001,3,9.0-10.0,6029312,48234496
20170825090212,10.0.0.2,39186,10.0.0.1,5001,3,10.0-11.0,5505024,44040192
20170825090213,10.0.0.2,39186,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20170825090214,10.0.0.2,39186,10.0.0.1,5001,3,12.0-13.0,6029312,48234496
20170825090215,10.0.0.2,39186,10.0.0.1,5001,3,13.0-14.0,5505024,44040192
20170825090216,10.0.0.2,39186,10.0.0.1,5001,3,14.0-15.0,6029312,48234496
20170825090217,10.0.0.2,39186,10.0.0.1,5001,3,15.0-16.0,6029312,48234496
20170825090218,10.0.0.2,39186,10.0.0.1,5001,3,16.0-17.0,5505024,44040192
20170825090219,10.0.0.2,39186,10.0.0.1,5001,3,17.0-18.0,6029312,48234496
20170825090220,10.0.0.2,39186,10.0.0.1,5001,3,18.0-19.0,5636096,45088768
20170825090221,10.0.0.2,39186,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20170825090222,10.0.0.2,39186,10.0.0.1,5001,3,20.0-21.0,5636096,45088768
20170825090223,10.0.0.2,39186,10.0.0.1,5001,3,21.0-22.0,6029312,48234496
20170825090224,10.0.0.2,39186,10.0.0.1,5001,3,22.0-23.0,5636096,45088768
20170825090225,10.0.0.2,39186,10.0.0.1,5001,3,23.0-24.0,6029312,48234496
20170825090226,10.0.0.2,39186,10.0.0.1,5001,3,24.0-25.0,5636096,45088768
20170825090227,10.0.0.2,39186,10.0.0.1,5001,3,25.0-26.0,6029312,48234496
20170825090228,10.0.0.2,39186,10.0.0.1,5001,3,26.0-27.0,5636096,45088768
20170825090229,10.0.0.2,39186,10.0.0.1,5001,3,27.0-28.0,6029312,48234496
20170825090230,10.0.0.2,39186,10.0.0.1,5001,3,28.0-29.0,5505024,44040192
20170825090231,10.0.0.2,39186,10.0.0.1,5001,3,29.0-30.0,6160384,49283072
20170825090232,10.0.0.2,39186,10.0.0.1,5001,3,30.0-31.0,5505024,44040192
20170825090233,10.0.0.2,39186,10.0.0.1,5001,3,31.0-32.0,6160384,49283072
20170825090234,10.0.0.2,39186,10.0.0.1,5001,3,32.0-33.0,5505024,44040192
20170825090235,10.0.0.2,39186,10.0.0.1,5001,3,33.0-34.0,6291456,50331648
20170825090236,10.0.0.2,39186,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20170825090237,10.0.0.2,39186,10.0.0.1,5001,3,35.0-36.0,5767168,46137344
20170825090238,10.0.0.2,39186,10.0.0.1,5001,3,36.0-37.0,5767168,46137344
20170825090239,10.0.0.2,39186,10.0.0.1,5001,3,37.0-38.0,5898240,47185920
20170825090240,10.0.0.2,39186,10.0.0.1,5001,3,38.0-39.0,5767168,46137344
20170825090241,10.0.0.2,39186,10.0.0.1,5001,3,39.0-40.0,5898240,47185920
20170825090242,10.0.0.2,39186,10.0.0.1,5001,3,40.0-41.0,5767168,46137344
20170825090243,10.0.0.2,39186,10.0.0.1,5001,3,41.0-42.0,5898240,47185920
20170825090244,10.0.0.2,39186,10.0.0.1,5001,3,42.0-43.0,5767168,46137344
20170825090245,10.0.0.2,39186,10.0.0.1,5001,3,43.0-44.0,5898240,47185920
20170825090246,10.0.0.2,39186,10.0.0.1,5001,3,44.0-45.0,5373952,42991616
20170825090247,10.0.0.2,39186,10.0.0.1,5001,3,45.0-46.0,5767168,46137344
20170825090248,10.0.0.2,39186,10.0.0.1,5001,3,46.0-47.0,5898240,47185920
20170825090249,10.0.0.2,39186,10.0.0.1,5001,3,47.0-48.0,4849664,38797312
20170825090250,10.0.0.2,39186,10.0.0.1,5001,3,48.0-49.0,5373952,42991616
20170825090251,10.0.0.2,39186,10.0.0.1,5001,3,49.0-50.0,5242880,41943040
20170825090252,10.0.0.2,39186,10.0.0.1,5001,3,50.0-51.0,5898240,47185920
20170825090253,10.0.0.2,39186,10.0.0.1,5001,3,51.0-52.0,5767168,46137344
20170825090254,10.0.0.2,39186,10.0.0.1,5001,3,52.0-53.0,5898240,47185920
20170825090255,10.0.0.2,39186,10.0.0.1,5001,3,53.0-54.0,5767168,46137344
20170825090256,10.0.0.2,39186,10.0.0.1,5001,3,54.0-55.0,5898240,47185920
20170825090257,10.0.0.2,39186,10.0.0.1,5001,3,55.0-56.0,5898240,47185920
20170825090258,10.0.0.2,39186,10.0.0.1,5001,3,56.0-57.0,5767168,46137344
20170825090259,10.0.0.2,39186,10.0.0.1,5001,3,57.0-58.0,5898240,47185920
20170825090300,10.0.0.2,39186,10.0.0.1,5001,3,58.0-59.0,5767168,46137344
20170825090301,10.0.0.2,39186,10.0.0.1,5001,3,59.0-60.0,5373952,42991616
20170825090301,10.0.0.2,39186,10.0.0.1,5001,3,0.0-60.0,345112576,45990479
