20170824201354,10.0.0.2,36217,10.0.0.1,5001,3,0.0-1.0,4587520,36700160
20170824201355,10.0.0.2,36217,10.0.0.1,5001,3,1.0-2.0,5636096,45088768
20170824201356,10.0.0.2,36217,10.0.0.1,5001,3,2.0-3.0,5242880,41943040
20170824201357,10.0.0.2,36217,10.0.0.1,5001,3,3.0-4.0,6160384,49283072
20170824201358,10.0.0.2,36217,10.0.0.1,5001,3,4.0-5.0,5636096,45088768
20170824201359,10.0.0.2,36217,10.0.0.1,5001,3,5.0-6.0,5767168,46137344
20170824201400,10.0.0.2,36217,10.0.0.1,5001,3,6.0-7.0,6029312,48234496
20170824201401,10.0.0.2,36217,10.0.0.1,5001,3,7.0-8.0,5767168,46137344
20170824201402,10.0.0.2,36217,10.0.0.1,5001,3,8.0-9.0,6029312,48234496
20170824201403,10.0.0.2,36217,10.0.0.1,5001,3,9.0-10.0,5767168,46137344
20170824201404,10.0.0.2,36217,10.0.0.1,5001,3,10.0-11.0,5636096,45088768
20170824201405,10.0.0.2,36217,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20170824201406,10.0.0.2,36217,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20170824201407,10.0.0.2,36217,10.0.0.1,5001,3,13.0-14.0,6029312,48234496
20170824201408,10.0.0.2,36217,10.0.0.1,5001,3,14.0-15.0,5898240,47185920
20170824201409,10.0.0.2,36217,10.0.0.1,5001,3,15.0-16.0,5898240,47185920
20170824201410,10.0.0.2,36217,10.0.0.1,5001,3,16.0-17.0,5505024,44040192
20170824201411,10.0.0.2,36217,10.0.0.1,5001,3,17.0-18.0,6029312,48234496
20170824201412,10.0.0.2,36217,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20170824201413,10.0.0.2,36217,10.0.0.1,5001,3,19.0-20.0,5898240,47185920
20170824201414,10.0.0.2,36217,10.0.0.1,5001,3,20.0-21.0,5505024,44040192
20170824201415,10.0.0.2,36217,10.0.0.1,5001,3,21.0-22.0,6029312,48234496
20170824201416,10.0.0.2,36217,10.0.0.1,5001,3,22.0-23.0,5505024,44040192
20170824201417,10.0.0.2,36217,10.0.0.1,5001,3,23.0-24.0,5373952,42991616
20170824201418,10.0.0.2,36217,10.0.0.1,5001,3,24.0-25.0,6029312,48234496
20170824201419,10.0.0.2,36217,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20170824201420,10.0.0.2,36217,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20170824201421,10.0.0.2,36217,10.0.0.1,5001,3,27.0-28.0,5505024,44040192
20170824201422,10.0.0.2,36217,10.0.0.1,5001,3,28.0-29.0,6029312,48234496
20170824201423,10.0.0.2,36217,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
20170824201424,10.0.0.2,36217,10.0.0.1,5001,3,30.0-31.0,5898240,47185920
20170824201425,10.0.0.2,36217,10.0.0.1,5001,3,31.0-32.0,6029312,48234496
20170824201426,10.0.0.2,36217,10.0.0.1,5001,3,32.0-33.0,5505024,44040192
20170824201427,10.0.0.2,36217,10.0.0.1,5001,3,33.0-34.0,5898240,47185920
20170824201428,10.0.0.2,36217,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20170824201429,10.0.0.2,36217,10.0.0.1,5001,3,35.0-36.0,6029312,48234496
20170824201430,10.0.0.2,36217,10.0.0.1,5001,3,36.0-37.0,5636096,45088768
20170824201431,10.0.0.2,36217,10.0.0.1,5001,3,37.0-38.0,6029312,48234496
20170824201432,10.0.0.2,36217,10.0.0.1,5001,3,38.0-39.0,5636096,45088768
20170824201433,10.0.0.2,36217,10.0.0.1,5001,3,39.0-40.0,6029312,48234496
20170824201434,10.0.0.2,36217,10.0.0.1,5001,3,40.0-41.0,5636096,45088768
20170824201435,10.0.0.2,36217,10.0.0.1,5001,3,41.0-42.0,6029312,48234496
20170824201436,10.0.0.2,36217,10.0.0.1,5001,3,42.0-43.0,6029312,48234496
20170824201437,10.0.0.2,36217,10.0.0.1,5001,3,43.0-44.0,5636096,45088768
20170824201438,10.0.0.2,36217,10.0.0.1,5001,3,44.0-45.0,5505024,44040192
20170824201439,10.0.0.2,36217,10.0.0.1,5001,3,45.0-46.0,6160384,49283072
20170824201440,10.0.0.2,36217,10.0.0.1,5001,3,46.0-47.0,5505024,44040192
20170824201441,10.0.0.2,36217,10.0.0.1,5001,3,47.0-48.0,5111808,40894464
20170824201442,10.0.0.2,36217,10.0.0.1,5001,3,48.0-49.0,5636096,45088768
20170824201443,10.0.0.2,36217,10.0.0.1,5001,3,49.0-50.0,5505024,44040192
20170824201444,10.0.0.2,36217,10.0.0.1,5001,3,50.0-51.0,6160384,49283072
20170824201445,10.0.0.2,36217,10.0.0.1,5001,3,51.0-52.0,5505024,44040192
20170824201446,10.0.0.2,36217,10.0.0.1,5001,3,52.0-53.0,6160384,49283072
20170824201447,10.0.0.2,36217,10.0.0.1,5001,3,53.0-54.0,5505024,44040192
20170824201448,10.0.0.2,36217,10.0.0.1,5001,3,54.0-55.0,6029312,48234496
20170824201449,10.0.0.2,36217,10.0.0.1,5001,3,55.0-56.0,5636096,45088768
20170824201450,10.0.0.2,36217,10.0.0.1,5001,3,56.0-57.0,6029312,48234496
20170824201451,10.0.0.2,36217,10.0.0.1,5001,3,57.0-58.0,5636096,45088768
20170824201452,10.0.0.2,36217,10.0.0.1,5001,3,58.0-59.0,6029312,48234496
20170824201453,10.0.0.2,36217,10.0.0.1,5001,3,59.0-60.0,5636096,45088768
20170824201453,10.0.0.2,36217,10.0.0.1,5001,3,0.0-60.0,346685440,46213188
