20170825084948,10.0.0.2,39180,10.0.0.1,5001,3,0.0-1.0,4587520,36700160
20170825084949,10.0.0.2,39180,10.0.0.1,5001,3,1.0-2.0,5505024,44040192
20170825084950,10.0.0.2,39180,10.0.0.1,5001,3,2.0-3.0,4980736,39845888
20170825084951,10.0.0.2,39180,10.0.0.1,5001,3,3.0-4.0,5505024,44040192
20170825084952,10.0.0.2,39180,10.0.0.1,5001,3,4.0-5.0,5898240,47185920
20170825084953,10.0.0.2,39180,10.0.0.1,5001,3,5.0-6.0,5898240,47185920
20170825084954,10.0.0.2,39180,10.0.0.1,5001,3,6.0-7.0,5898240,47185920
20170825084955,10.0.0.2,39180,10.0.0.1,5001,3,7.0-8.0,5898240,47185920
20170825084956,10.0.0.2,39180,10.0.0.1,5001,3,8.0-9.0,5505024,44040192
20170825084957,10.0.0.2,39180,10.0.0.1,5001,3,9.0-10.0,5898240,47185920
20170825084958,10.0.0.2,39180,10.0.0.1,5001,3,10.0-11.0,5898240,47185920
20170825084959,10.0.0.2,39180,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20170825085000,10.0.0.2,39180,10.0.0.1,5001,3,12.0-13.0,5898240,47185920
20170825085001,10.0.0.2,39180,10.0.0.1,5001,3,13.0-14.0,5898240,47185920
20170825085002,10.0.0.2,39180,10.0.0.1,5001,3,14.0-15.0,5505024,44040192
20170825085003,10.0.0.2,39180,10.0.0.1,5001,3,15.0-16.0,6160384,49283072
20170825085004,10.0.0.2,39180,10.0.0.1,5001,3,16.0-17.0,5767168,46137344
20170825085005,10.0.0.2,39180,10.0.0.1,5001,3,17.0-18.0,5767168,46137344
20170825085006,10.0.0.2,39180,10.0.0.1,5001,3,18.0-19.0,5767168,46137344
20170825085007,10.0.0.2,39180,10.0.0.1,5001,3,19.0-20.0,5767168,46137344
20170825085008,10.0.0.2,39180,10.0.0.1,5001,3,20.0-21.0,5767168,46137344
20170825085009,10.0.0.2,39180,10.0.0.1,5001,3,21.0-22.0,5767168,46137344
20170825085010,10.0.0.2,39180,10.0.0.1,5001,3,22.0-23.0,5767168,46137344
20170825085011,10.0.0.2,39180,10.0.0.1,5001,3,23.0-24.0,5767168,46137344
20170825085012,10.0.0.2,39180,10.0.0.1,5001,3,24.0-25.0,5767168,46137344
20170825085013,10.0.0.2,39180,10.0.0.1,5001,3,25.0-26.0,5767168,46137344
20170825085014,10.0.0.2,39180,10.0.0.1,5001,3,26.0-27.0,6291456,50331648
20170825085015,10.0.0.2,39180,10.0.0.1,5001,3,27.0-28.0,5242880,41943040
20170825085016,10.0.0.2,39180,10.0.0.1,5001,3,28.0-29.0,5767168,46137344
20170825085017,10.0.0.2,39180,10.0.0.1,5001,3,29.0-30.0,5767168,46137344
20170825085018,10.0.0.2,39180,10.0.0.1,5001,3,30.0-31.0,5767168,46137344
20170825085019,10.0.0.2,39180,10.0.0.1,5001,3,31.0-32.0,5242880,41943040
20170825085020,10.0.0.2,39180,10.0.0.1,5001,3,32.0-33.0,5767168,46137344
20170825085021,10.0.0.2,39180,10.0.0.1,5001,3,33.0-34.0,6291456,50331648
20170825085022,10.0.0.2,39180,10.0.0.1,5001,3,34.0-35.0,5767168,46137344
20170825085023,10.0.0.2,39180,10.0.0.1,5001,3,35.0-36.0,5767168,46137344
20170825085024,10.0.0.2,39180,10.0.0.1,5001,3,36.0-37.0,5767168,46137344
20170825085025,10.0.0.2,39180,10.0.0.1,5001,3,37.0-38.0,5767168,46137344
